ลำดับที่,เลขที่ใบอนุญาต,ชื่อสถานพยาบาล,ผู้ประกอบกิจการ,ผู้ดำเนินการสถานพยาบาล,ที่อยู่,โทรศัพท์,หมายเหตุ,ประเภท,Facebookpage,Aboutfrompage,เบอร์โทรศัพท์,Urlfacebookpage,UrlProfile,เวลาเช็คอินล่าสุด,สถานะ,,,,,,
31,65101000950,พิษณุโลกเอ็ม อาร์ ไอ คลินิกเวชกรรม,บริษัทพิษณุโลก พี.ซี. อิมเมจจิ้ง เซนเตอร์ จำกัด,นพ.กัมพล ภูริวรางคกูล,98/27-29 ม.7 ต.วัดจันทร์ อ.เมือง จ.พิษณุโลก ,055-335114,,เวชกรรม,MRI & DNA Imaging Phitsanulok,ป็นศูนย์สาขาที่ให้บริการด้าน MRI และการตรวจคัดกรองความผิดปกติของโครโมโซม(DNA)ทารกในครรภ์,083 410 2556,https://www.facebook.com/MRIDNAphitsanulok/?__xts__[0]=68.ARBiJ02YQUqLl5Dl5S5NewJSraBLXCoYxwN1mcpYk2FoMqWDKOiVTPjY4lMLClu3mEA4HwaJM47GVhpE_wVMhUR2g4A5t8TvjknyxdnJIcHFXTogEom2k3uCxTP9_p_-e6DlLaHIbWbAUa2bt95zNARbHMEHwtIZl9nJ21zieNLOpiKls7ezvHVSxAf43r3OUKGrwfNrx6Ra2MNslQzCh5ls0GH1-j5Pf6NeEUHW0FFThBhJhlslSyOYxdNLF1RbDDHG8IRlnLmn5jlWbRlf5E9Vm7eLOfjYGLkq17sonaNtw1YVww0B2UoPojIyDr901tOwiLoL7No0pXTHFmXpknvm,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/15391033_1759789484275273_810164797470577877_n.jpg?_nc_cat=106&_nc_oc=AQkfGQrVs9vUjfXSOyJeb6RjSsr8DM0Us8CVIMIMpfd_PN4Qlsy6a8nvDUu-zmghdX-60ZgO3K7sYnJQplI7NltF&_nc_ht=scontent.fphs2-1.fna&oh=8388c3e565a33329fdc48a9bb8933936&oe=5DDC83BC,19/2/2017,เพจทางการ,,31,,,,
32,65101000151,คลินิกชินภัทร์การแพทย์,นพ.ชินภัทร์ จิระวรพงศ์,นพ.ชินภัทร์ จิระวรพงศ์,26/136 ถ.ชาญเวชกิจ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,เวชกรรม,,,,,,,,,32,,,,
33,65101000251,คลินิกแพทย์วีระพันธ์,ดาวัลย์  สุวรรณนามัย,นพ.วีระพันธ์ สุวรรณามัย,49/42 ถ.ชาญเวชกิจ ต.ในเมือง อ.เมือง จ.พิษณุโลก ,,,เวชกรรม,คลินิกแพทย์วีระพันธ์ โรคสมองและระบบประสาท,เรื่องเล่าโดยหมอใจดี ที่ท่านได้อ่านแล้วจะดีใจ,098 814 7440,https://www.facebook.com/dr.veerapun/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/26168960_1732740273463407_5209463284967609555_n.jpg?_nc_cat=107&_nc_oc=AQmUsFeTU-SyQxYbTjf9lD61ZqadT5p0wRYhWM6EtBTefm9wH8QRd5VPmAYBoKsfzyPLX0lqMfN9Cs04YW3foooR&_nc_ht=scontent.fphs2-1.fna&oh=5a59c6afae28b84c36d91107bf7ab33e&oe=5DEC01B7,17/10/2019,เพจทางการ,,33,,,,
34,65101000551,คลินิกสมหมายการแพทย์2,พันโทสมหมาย จันทรักษา,พันโทสมหมาย จันทรักษา,279/2 ม.7 ถ.อุดรดำหริห์ ต.นครไทย อ.นครไทย จ.พิษณุโลก,081-6809386,,เวชกรรม,,,,,,,,,34,,,,
35,65101000152,คลินิกยุทธนาการแพทย์ ,นพ.ยุทธนา บุศราวงศ์,นพ.ยุทธนา บุศราวงศ์,76/2 ถ.พญาลิไท ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,เวชกรรม,คลีนิค นพ.ยุทธนา บุศราวงศ์,,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%B4%E0%B8%84-%E0%B8%99%E0%B8%9E%E0%B8%A2%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%99%E0%B8%B2-%E0%B8%9A%E0%B8%B8%E0%B8%A8%E0%B8%A3%E0%B8%B2%E0%B8%A7%E0%B8%87%E0%B8%A8%E0%B9%8C/135821063724765,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c0.160.320.320a/p320x320/64329955_477350123034043_5047752441672499200_n.jpg?_nc_cat=102&_nc_eui2=AeGJHSqeLKiJWgIbHw_6H5s1tusTN0jbMsZVp4uUeTwkREAWW78OqBir_hIv1xyjM9FeJgGNiegC4Mh10XjhNJYdicAk97rihqEq5DX1goFl8g&_nc_oc=AQkfPQpV6OVYigxk-kLpL_0MMfjqHM4OIoffqJK8Xlosoy4o94iSq8vLsoYRA2PRGEm6NpwutS8OtvpRDGmf4vey&_nc_ht=scontent.fphs2-1.fna&oh=2ae7ddbd6a6c60600a584b68d3f3edb6&oe=5E1AB4FD,17/10/2019,เพจไม่เป็นทางการ,,35,,,,
36,65101000352,คลินิกแพทย์หญิงกาญจ์รวี,นายพีรวิชญ์ เงาวิศิษฐ์กุล,พญ.กาญจ์รวี สังข์เปรม,9/6 ม.1 ต.พรหมพิราม อ.พรหมพิราม จ.พิษณุโลก,081-2573757,,เวชกรรม,,,,,,,,,36,,,,
37,65101000452,คลินิกแพทย์พงษ์สิทธิ์,นพ.พงษ์สิทธิ์ ชุนพงษ์ทอง,นพ.พงษ์สิทธิ์ ชุนพงษ์ทอง,26/166 ถ.ชาญเวชกิจ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,เวชกรรม,คลินิกแพทย์พงษ์สิทธิ์,เสริมจมูกหรือตัดปีกจมูก,087 520 5505,https://www.facebook.com/Dr.pongsit/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/65314188_2533280993371625_3591848649627271168_n.jpg?_nc_cat=105&_nc_oc=AQnQXnvgMbstaM7GpjwhIDD1UknRzrdOZfc7gbvhcsSfEYS5Ee7s3ZBsnxomaSirl9aMtMH8piOBkwgIHEIm0J1z&_nc_ht=scontent.fphs2-1.fna&oh=1dfc5249cbee913af44b77fcb92e4209&oe=5DDD334C,15/10/2019,เพจทางการ,,37,,,,
38,65101000652,คลินิกแพทย์รสญา-อาทิตย์,นางรสญา เหล่าเรืองธนา,นพ.อาทิตย์ เหล่าเรืองธนา,155 ถ.บรมไตรโลกนารถ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,เวชกรรม,คลินิกแพทย์รสญา-อาทิตย์,"เวลาเปิดทำการ
วันจันทร์-วันศุกร์ 17.00-20.00 น.
วันเสาร์-วันอาทิตย์ 10.00-14.00 น.",055 259 870,https://www.facebook.com/RosayaArtit/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/p480x480/18838812_1185273231600426_7822724217939853675_n.jpg?_nc_cat=106&_nc_oc=AQm29qXftk89-miAIm8yQLnI7ugJBpMWFpNBDzIT_4lyuMqCZ7oa6IuqJYD3KOKFXt01gWTEGIhsshs77bHYDCoF&_nc_ht=scontent.fphs2-1.fna&oh=dff4ba71a4b8e5fffe3c0d150d91095e&oe=5DDC5B8C,12/10/2019,เพจทางการ,,38,,,,
39,65101001252,คลินิกแพทย์ครรชิต-แพทย์สุวิโชติ,นพ.สุวิโชติ  เชี่ยวชาญ,นพ.สุวิโชติ  เชี่ยวชาญ,"59/171,59/172,59/173 ถ.ศรีธรรมไตรปิฎก ต.ในเมือง อ.เมือง จ.พิษณุโลก",055-219400,,เวชกรรม,คลินิกแพทย์ครรชิต-แพทย์สุวิโชติ ปทุมทอง,คลินิกโรคหัวใจและโรคกระดูก,055 244 400,https://www.facebook.com/clinicKunchitSuwichot/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/16002828_1326268427396629_5908949479949794057_n.jpg?_nc_cat=100&_nc_oc=AQkyOmEhqnoFIUuiHrF7eX4cuIFtNxwBF7Yt0UFq5sxgz9ouki4VkzIw_lZdXHl-tR4EJ8YaRYWKp-J18aBqA_nH&_nc_ht=scontent.fphs2-1.fna&oh=a89c5ed298cb30fc89cb4f4ac4bf8edd&oe=5DEBEE2C,18/10/2019,เพจทางการ,,39,,,,
40,65101000753,คลินิกแพทย์นพดล-อัญญารัตน์,นายนพดล  วณิชชากร,นายนพดล  วณิชชากร,200/4-5 ถ.พิชัยสงคราม ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,เวชกรรม,คลินิกแพทย์นพดล-อัญญารัตน์,,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%99%E0%B8%9E%E0%B8%94%E0%B8%A5-%E0%B8%AD%E0%B8%B1%E0%B8%8D%E0%B8%8D%E0%B8%B2%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B9%8C/763106790374286,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c0.124.320.320a/p320x320/54369241_2595598877148747_8331636109222084608_n.jpg?_nc_cat=108&_nc_oc=AQmTi1B0VwWRTKGARMDT9ACX6OIfAA5SrHgLjdNXmpZeGcIhJ6Sr8DxKvNbYF2-7HOu1Tt-3fYHUn1INkCOpH_5A&_nc_ht=scontent.fphs2-1.fna&oh=6b07ba2b22b3f72178211eda67ef4af1&oe=5DECF258,10/10/2019,เพจไม่เป็นทางการ,,40,,,,
41,65101001053,คลินิกแพทย์พัลลภ-นุสรา 2,นายพัลลภ  พงษ์สุทธิรักษ์,นายพัลลภ  พงษ์สุทธิรักษ์,109/173 ม.7 ต.บางระกำ อ.บางระกำ จ.พิษณุโลก,,,เวชกรรม,คลีนิคแพทย์พัลลภ-นุสรา,สูตินรีแพทย์,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%B4%E0%B8%84%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%9E%E0%B8%B1%E0%B8%A5%E0%B8%A5%E0%B8%A0-%E0%B8%99%E0%B8%B8%E0%B8%AA%E0%B8%A3%E0%B8%B2/338025823274916,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c0.0.320.320a/p320x320/22728719_1325292017598222_3591569393238730134_n.jpg?_nc_cat=102&_nc_eui2=AeF0IahCE-b_zRj4QzsZKW_-1B-fyexqoVEWRGl_SDM0ObP3QLhlicjICT2Wak4cNlI1lQFC4GWL-_dGHAtfFFB6ZzJBmia04ljFImuuq9GKCA&_nc_oc=AQlkYzsZpXndJGoQhBbblJkEniVOh4gaI2zbdfaoBBEalAex309iKF-v08K9rtdcVadnzzFlsAZitghJVFR6MUby&_nc_ht=scontent.fphs2-1.fna&oh=09210668b6d10724f3de24be243044b7&oe=5E1D2011,16/10/2019,เพจไม่เป็นทางการ,,41,,,,
42,65101001353,คลินิกแพทย์หญิงศิริวรรณ,นางศิริวรรณ  แสงธาราทิพย์,นางศิริวรรณ  แสงธาราทิพย์,489/3 ม.1 ต.วังทอง อ.วังทอง จ.พิษณุโลก,,,เวชกรรม,คลินิกแพทย์หญิงศิริวรรณ,,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%AB%E0%B8%8D%E0%B8%B4%E0%B8%87%E0%B8%A8%E0%B8%B4%E0%B8%A3%E0%B8%B4%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93/211984646001716,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c0.128.320.320a/p320x320/30124672_2082584538686849_7914089331554254848_n.jpg?_nc_cat=109&_nc_eui2=AeHaWKVZjsuEkwEgQ-IBzYe5skRASL_l0AKc6ulW-6ZyPLlazAXhQkujYXFMfSlxbv-NES50bLueF34aBpPHyabpCOUKzXr89_4obe8O0K_0jA&_nc_oc=AQmwJvMjRJXmX1-YMANHFXu4kbgXwG3V-GDyOC-OgWMJpFavHMPV4xycXk_5hHyTVMpyX_lfq53eL8-je7cIu35d&_nc_ht=scontent.fphs2-1.fna&oh=d54a04b1d99d7b2688a21239b156e284&oe=5E1DB97F,14/10/2019,เพจไม่เป็นทางการ,,42,,,,
43,65101001453,คลินิกแพทย์ไกลตา,นางไกลตา  ศรีสิงห์,นางไกลตา  ศรีสิงห์,1012/5 ถ.บรมไตรโลกนารถ2 ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-252676,,เวชกรรม,คลีนิคหมอไกลตา จ.พิษณุโลก,,055 252 676,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%B4%E0%B8%84%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B9%84%E0%B8%81%E0%B8%A5%E0%B8%95%E0%B8%B2-%E0%B8%88%E0%B8%9E%E0%B8%B4%E0%B8%A9%E0%B8%93%E0%B8%B8%E0%B9%82%E0%B8%A5%E0%B8%81/558997980819336?rf=172532526795327,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c0.53.320.320a/p320x320/1782152_10201920911885883_2144476678_n.jpg?_nc_cat=111&_nc_eui2=AeFtSD_nH4GSAUfYzg87zFJw6YwMhGn-AlY69tL3hY4AsSCa0KdxL4JDuziFcJaLcCMw9MII2Rhqomr8e-RwntlDdy6B5r8P6sSiFQ6aQuWHKw&_nc_oc=AQlTnpvoQJCfex0-E6EsoIKRCP7s4uZJi6eWQ-pxDKeaHkq71VSQtmudX35FAI9roj40tItnDFrsuaF84880Q-x2&_nc_ht=scontent.fphs2-1.fna&oh=0fc9c24d761f8cf8b0121fef1ba34d16&oe=5E20B734,18/10/2019,เพจไม่เป็นทางการ,,43,,,,
44,65101001154,คลินิกแพทย์ศรัญญา,น.ส.ศรัญญา  ศรีจันท์ทองศิริ,น.ส.ศรัญญา  ศรีจันท์ทองศิริ,84/4 ถ.สีหราชเดโชชัย ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-216889,,เวชกรรม,คลินิกแพทย์ศรัญญา,,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%A8%E0%B8%A3%E0%B8%B1%E0%B8%8D%E0%B8%8D%E0%B8%B2/138201846327147,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c0.124.320.320a/p320x320/56509961_2594356080581787_2567083054963097600_n.jpg?_nc_cat=111&_nc_eui2=AeGEhTIG_o9argWgKNOLqo8IC5StQaDEInws2hwPZ7tJ63u_GquCW-fFGuJ3Vzzh18My_bfEf4zOKuUTsScOk_KHTE2XzdU4LwcXy1oAloAExg&_nc_oc=AQlhvSwOAObFiD8Ia10jbKKPfrHXZu21FRI5qvsLpwZrmKq-lO0PyaQTuIhdUT1Pq0kHVengwmYP35eGidsPFGRU&_nc_ht=scontent.fphs2-1.fna&oh=f4c28e553477f22b6bc3778f217bc1e3&oe=5E1C608C,10/10/2019,เพจไม่เป็นทางการ,,44,,,,
45,65101001554,คลินิกแพทย์หญิงสุนี,น.ส.สุนี  จิรสมิทธา,น.ส.สุนี  จิรสมิทธา,26/170 ถ.วิสุทธิกษัตริย์ ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-301715,,เวชกรรม,คลินิกแพทย์หญิงสุนี,วัตถุประสงค์เพื่อเผยแพร่ความรู้ทางสุขภาพทางกาย ใจ จิตวิญญาณ แก่ประชาชนทั่วไป,098 746 5478,https://www.facebook.com/sunee2019/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/55869183_319446532088264_3377636266681040896_o.jpg?_nc_cat=105&_nc_oc=AQkFL9U9-1L10sHmdm9-Wj6S9ymFPMpcIaXf7M_6FD2TV_9F-CzuVKjfwbA4F0A3spbb6nUOmm8BFHHc-ZxaF90F&_nc_ht=scontent.fphs2-1.fna&oh=ac570bbd5f0e96bde58de6705fe1a19b&oe=5DA8004A,1/10/2019,เพจทางการ,,45,,,,
46,65101001654,นิติพลคลินิกเวชกรรมสาขาพิษณุโลก,บ.นิติพลอินเตอร์เนชั่นแนล กรุ๊ป จำกัด,น.ส.พิชามญชุ์  โททะมัน,198/3-4 ถ.เอกาทศรฐ ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-248522,,เวชกรรม,นิติพลคลีนิคพิษณุโลก ปรึกษาความงาม,"ความสวยความงาม ดูแลผิวพรรณ สัดส่วน
�ยิง �โม �โบ �ร้อย",096 995 1664,https://www.facebook.com/%E0%B8%99%E0%B8%B4%E0%B8%95%E0%B8%B4%E0%B8%9E%E0%B8%A5%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%B4%E0%B8%84%E0%B8%9E%E0%B8%B4%E0%B8%A9%E0%B8%93%E0%B8%B8%E0%B9%82%E0%B8%A5%E0%B8%81-%E0%B8%9B%E0%B8%A3%E0%B8%B6%E0%B8%81%E0%B8%A9%E0%B8%B2%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B8%87%E0%B8%B2%E0%B8%A1-2029550687280456/,,,เพจทางการ,,46,,,,
47,65101001754,ภพรวิญคลินิกเวชกรรม,บ.รวิญ-วรา เอชเธติคซ์ จำกัด,น.ส.กัลยรัตน์ มูลครุฑ,112/4-5 ถ.เอกาทศรฐ ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-247979,,เวชกรรม,ภพรวิญคลินิกเวชกรรม สาขาพิษณุโลก,,086 929 9229,https://www.facebook.com/%E0%B8%A0%E0%B8%9E%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%8D%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B9%80%E0%B8%A7%E0%B8%8A%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1-%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%9E%E0%B8%B4%E0%B8%A9%E0%B8%93%E0%B8%B8%E0%B9%82%E0%B8%A5%E0%B8%81-326759721205508/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/41716460_326760344538779_8095438067860504576_n.jpg?_nc_cat=108&_nc_eui2=AeFEoXwsA1ihwVkwAvDBNQvXMu5RjdZXdhS7inG8iv-1eKUIVJPulM5RMbCFF9MDxNUQhL_rJ65dNHQgedyMiTasoHGDvyq7EXUTlpSZN0c_kw&_nc_oc=AQkvuMwOQO0tuwrRWP7ib3I9Ay9NeIdz5LKmwvfs-QPvHss1RLVwGWTtUgnfN4pMPy8uHoe2oBLhQ1xkbdFvkOu3&_nc_ht=scontent.fphs2-1.fna&oh=30f9fb6c997a3691e18886f544c9284d&oe=5E1C526D,14/10/2018,เพจทางการ,,47,,,,
48,65101001854,คลินิกแพทย์เกรียงกมล-แพทย์รัชริน,นายเกรียงกมล  เบญจวงศ์เสถียร,นายเกรียงกมล  เบญจวงศ์เสถียร,59/517 ถ.ศรีธรรมไตรฯ ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-219088,,เวชกรรม,คลีนิคแพทย์เกรียงกมล-แพทย์รัชริน,,055 219 088,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%B4%E0%B8%84%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%81%E0%B8%A1%E0%B8%A5-%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%A3%E0%B8%B1%E0%B8%8A%E0%B8%A3%E0%B8%B4%E0%B8%99/153296258127310,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c1.0.320.320a/p320x320/27654593_2008591302518761_8817825219885571212_n.jpg?_nc_cat=109&_nc_eui2=AeG9nKF8xtooJj6mJS5cIyqWMZCWhZAzy5fbqCbhI7pwrlKH7eLI54Vj3FAddkOtnYq5z5vvgH6Yx_0rYAT_HD75-ZS2VkLK8HPQspE4KTemNQ&_nc_oc=AQnJYXq3EZGHGmcmuBBvcO_Af1ncGIT25CvZ-vtLTMF4QXZ1v_09gFRCE1j4ANJdihfw2QlIgqQQY4LMUp8-q5uC&_nc_ht=scontent.fphs2-1.fna&oh=94a648126bd395893b539953f525627a&oe=5E22A4CA,3/10/2019,เพจไม่เป็นทางการ,,48,,,,
49,65101002254,คลินิกแพทย์นฤดม-ประภาศรี,นางประภาศรี  วงศ์พุทธา,นางประภาศรี  วงศ์พุทธา,49/59-60 ถ.ชาญเวชกิจ ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-000160,,เวชกรรม,คลินิกแพทย์นฤดม ประภาศรี,,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%99%E0%B8%A4%E0%B8%94%E0%B8%A1-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%A0%E0%B8%B2%E0%B8%A8%E0%B8%A3%E0%B8%B5/102900270267685,,25/2/2019,เพจไม่เป็นทางการ,,49,,,,
50,65101002354,นิติพลคลินิกเวชกรรมสาขาเซ็นทรัลพิษณุโลก,บ.นิติพลอินเตอร์เนชั่นแนล กรุ๊ป จำกัด,น.ส.นัฏพร  ดุรงคเสนีย์,9/99 ห้องเลขที่238-239ชั้น2 ศูนย์การค้าเซ็นทรัลพลาซา ม.5 ต.พลายชุมพล อ.เมือง จ.พิษณุโลก,055-338494,,เวชกรรม,,,,,,,,,50,,,,
51,65101002454,วุฒิ-ศักดิ์คลินิกเวชกรรม สาขาเซ็นทรัลพิษณุโลก ,บ.วุฒิศักดิ์ คลินิก อินเตอร์ กรุ๊ป จำกัด,นายอดิศักดิ์  บุปผาพ่วง,"9/99 ห้องเลขที่231-232,272-273ชั้น2 ศูนย์การค้าเซ็นทรัลพลาซา ม.5 ต.พลายชุมพล อ.เมือง จ.พิษณุโลก",,,เวชกรรม,,,,,,,,,51,,,,
52,65101000755,มาร์เวลลัสคลินิกเวชกรรม,น.ส.วรัทธิญาณ์  นาราธิญาน์นนทน์,น.ส.พนารัตน์ จงประสพชัย,7/31 ถ.พระร่วง ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-282373,,เวชกรรม,Marvelous มาร์เวลลัส ดูดไขมัน ปรับรูปหน้า หมอลูกหนู,"Marvelous Clinic คลินิกความงามระดับ Premium 
By...คุณหมอลูกหนู",081-5330444,https://www.facebook.com/marvelousclinic/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/31317897_2048515848705029_2039024158807770989_n.jpg?_nc_cat=1&_nc_eui2=AeFnwFaDtRuGtGYc1kHs4TCqap-HnR2y20B4pW22Qp0K0Q3KNBC2gNcwN0_Dv92-JUUflq1mYmbkMvrPQI8GmFR5sSkXp2NojaWm-Sm__AHfiQ&_nc_oc=AQkqzkjEBmTa-i2eMhG5_ZafIjOCRjxBo-GOF23jiUtnfkOy4XLZAz4hHYHIvEoSsN-pzWfKHMGq2gqUIgE1mV2k&_nc_ht=scontent.fphs2-1.fna&oh=553fc192d6b3bebea0b7720b5126a545&oe=5E2B5A1F,18/10/2019,เพจทางการ,,52,,,,
53,65101000955,เมอริต้าคลินิกเวชกรรม,น.ส.หฤทัย  ลัคนาภิเศรษฐ์,น.ส.หฤทัย  ลัคนาภิเศรษฐ์,213/12 ถ.พิชัยสงคราม ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,เวชกรรม,Merita Clinic - เมอริต้าคลินิก พิษณุโลก พญ.หฤทัย,คลินิกเวชกรรมความงาม ผิวพรรณ ชะลอวัย รักษาสิว ฝ้า กระ - HIFU โบท็อกซ์ ฟิลเลอร์ ร้อยไหม เลเซอร์,085 601 7733,https://www.facebook.com/MeritaClinic/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/206070_315448015211943_1552372893_n.jpg?_nc_cat=108&_nc_eui2=AeHPjmiwve1YR59RAkO1kO5pjwNughfKfYHxWaas2IA-PsPGtryi2e8A3dBp6JzMI83tlLpnjVtFHB-fUZCru_9fWDyMY2gZ2NDMNNi_c1qe8Q&_nc_oc=AQnTUY0Fx65H56Lc68JaJyQOu9rX3-Eq6QeSc7mXSWhNX8UMYyLom_IqeyixZTsDAHMXEmdhgV5hB78UTHwrY5H3&_nc_ht=scontent.fphs2-1.fna&oh=a0b9ec43ccd61a13486fefd0fd805503&oe=5E2FD2A1,29/8/2019,เพจทางการ,,53,,,,
