ลำดับที่,เลขที่ใบอนุญาต,ชื่อสถานพยาบาล,ผู้ประกอบกิจการ,ผู้ดำเนินการสถานพยาบาล,ที่อยู่,โทรศัพท์,หมายเหตุ,ประเภท,Facebookpage,Aboutfrompage,เบอร์โทรศัพท์,Urlfacebookpage,UrlProfile,เวลาเช็คอินล่าสุด,สถานะ
34,65101000551,คลินิกสมหมายการแพทย์2,พันโทสมหมาย จันทรักษา,พันโทสมหมาย จันทรักษา,279/2 ม.7 ถ.อุดรดำหริห์ ต.นครไทย อ.นครไทย จ.พิษณุโลก,081-6809386,,เวชกรรม,,,,,,,
35,65101000152,คลินิกยุทธนาการแพทย์ ,นพ.ยุทธนา บุศราวงศ์,นพ.ยุทธนา บุศราวงศ์,76/2 ถ.พญาลิไท ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,เวชกรรม,คลีนิค นพ.ยุทธนา บุศราวงศ์,,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%B4%E0%B8%84-%E0%B8%99%E0%B8%9E%E0%B8%A2%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%99%E0%B8%B2-%E0%B8%9A%E0%B8%B8%E0%B8%A8%E0%B8%A3%E0%B8%B2%E0%B8%A7%E0%B8%87%E0%B8%A8%E0%B9%8C/135821063724765,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c53.0.320.320a/p320x320/31947034_2407916165901358_6772384761106137088_n.jpg?_nc_cat=110&_nc_oc=AQmx73uOd6FLikO-LCtt7GESSZClwSCUPMJLRQRRRnvcHoLrNoKVDBWO8Thf-7IVINjTAfyQZjW2Vt72SQLBWpuk&_nc_ht=scontent.fphs2-1.fna&oh=2f48f7df900f0cab15a98220f1d1fdb6&oe=5DE433D3,1/7/2019,เพจไม่เป็นทางการ
36,65101000352,คลินิกแพทย์หญิงกาญจ์รวี,นายพีรวิชญ์ เงาวิศิษฐ์กุล,พญ.กาญจ์รวี สังข์เปรม,9/6 ม.1 ต.พรหมพิราม อ.พรหมพิราม จ.พิษณุโลก,081-2573757,,เวชกรรม,,,,,,,
37,65101000452,คลินิกแพทย์พงษ์สิทธิ์,นพ.พงษ์สิทธิ์ ชุนพงษ์ทอง,นพ.พงษ์สิทธิ์ ชุนพงษ์ทอง,26/166 ถ.ชาญเวชกิจ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,เวชกรรม,คลินิกแพทย์พงษ์สิทธิ์,เสริมจมูกหรือตัดปีกจมูก,087 520 5505,https://www.facebook.com/Dr.pongsit/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/65314188_2533280993371625_3591848649627271168_n.jpg?_nc_cat=105&_nc_oc=AQnQXnvgMbstaM7GpjwhIDD1UknRzrdOZfc7gbvhcsSfEYS5Ee7s3ZBsnxomaSirl9aMtMH8piOBkwgIHEIm0J1z&_nc_ht=scontent.fphs2-1.fna&oh=1dfc5249cbee913af44b77fcb92e4209&oe=5DDD334C,13/7/2019,เพจทางการ
38,65101000652,คลินิกแพทย์รสญา-อาทิตย์,นางรสญา เหล่าเรืองธนา,นพ.อาทิตย์ เหล่าเรืองธนา,155 ถ.บรมไตรโลกนารถ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,เวชกรรม,คลินิกแพทย์รสญา-อาทิตย์,"เวลาเปิดทำการ
วันจันทร์-วันศุกร์ 17.00-20.00 น.
วันเสาร์-วันอาทิตย์ 10.00-14.00 น.",055 259 870,https://www.facebook.com/RosayaArtit/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/p480x480/18838812_1185273231600426_7822724217939853675_n.jpg?_nc_cat=106&_nc_oc=AQm29qXftk89-miAIm8yQLnI7ugJBpMWFpNBDzIT_4lyuMqCZ7oa6IuqJYD3KOKFXt01gWTEGIhsshs77bHYDCoF&_nc_ht=scontent.fphs2-1.fna&oh=dff4ba71a4b8e5fffe3c0d150d91095e&oe=5DDC5B8C,24/7/2019,เพจทางการ
39,65101001252,คลินิกแพทย์ครรชิต-แพทย์สุวิโชติ,นพ.สุวิโชติ  เชี่ยวชาญ,นพ.สุวิโชติ  เชี่ยวชาญ,"59/171,59/172,59/173 ถ.ศรีธรรมไตรปิฎก ต.ในเมือง อ.เมือง จ.พิษณุโลก",055-219400,,เวชกรรม,คลินิกแพทย์ครรชิต-แพทย์สุวิโชติ ปทุมทอง,คลินิกโรคหัวใจและโรคกระดูก,055 244 400,https://www.facebook.com/clinicKunchitSuwichot/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/16002828_1326268427396629_5908949479949794057_n.jpg?_nc_cat=100&_nc_oc=AQkyOmEhqnoFIUuiHrF7eX4cuIFtNxwBF7Yt0UFq5sxgz9ouki4VkzIw_lZdXHl-tR4EJ8YaRYWKp-J18aBqA_nH&_nc_ht=scontent.fphs2-1.fna&oh=a89c5ed298cb30fc89cb4f4ac4bf8edd&oe=5DEBEE2C,27/7/2019,เพจทางการ
40,65101000753,คลินิกแพทย์นพดล-อัญญารัตน์,นายนพดล  วณิชชากร,นายนพดล  วณิชชากร,200/4-5 ถ.พิชัยสงคราม ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,เวชกรรม,คลินิกแพทย์นพดล-อัญญารัตน์,,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%99%E0%B8%9E%E0%B8%94%E0%B8%A5-%E0%B8%AD%E0%B8%B1%E0%B8%8D%E0%B8%8D%E0%B8%B2%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B9%8C/763106790374286,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c0.124.320.320a/p320x320/54369241_2595598877148747_8331636109222084608_n.jpg?_nc_cat=108&_nc_oc=AQmTi1B0VwWRTKGARMDT9ACX6OIfAA5SrHgLjdNXmpZeGcIhJ6Sr8DxKvNbYF2-7HOu1Tt-3fYHUn1INkCOpH_5A&_nc_ht=scontent.fphs2-1.fna&oh=6b07ba2b22b3f72178211eda67ef4af1&oe=5DECF258,4/7/2019,เพจไม่เป็นทางการ
41,65101001053,คลินิกแพทย์พัลลภ-นุสรา 2,นายพัลลภ  พงษ์สุทธิรักษ์,นายพัลลภ  พงษ์สุทธิรักษ์,109/173 ม.7 ต.บางระกำ อ.บางระกำ จ.พิษณุโลก,,,เวชกรรม,คลีนิคแพทย์พัลลภ-นุสรา,สูตินรีแพทย์,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%B4%E0%B8%84%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%9E%E0%B8%B1%E0%B8%A5%E0%B8%A5%E0%B8%A0-%E0%B8%99%E0%B8%B8%E0%B8%AA%E0%B8%A3%E0%B8%B2/338025823274916,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c53.0.320.320a/p320x320/57253512_2289717027936863_4329042681763201024_n.jpg?_nc_cat=102&_nc_oc=AQntFSCb66E_Wsy8ZrcwmxnVl0YLuuGcN0EtLIJLSDoqTw9PrruF8yJua8yRacj4hbWkzQ8ZouVaDM4G312i260A&_nc_ht=scontent.fphs2-1.fna&oh=34f9898120b0440d82d7b8c757141ef0&oe=5DB45E94,27/7/2019,เพจไม่เป็นทางการ
42,65101001353,คลินิกแพทย์หญิงศิริวรรณ,นางศิริวรรณ  แสงธาราทิพย์,นางศิริวรรณ  แสงธาราทิพย์,489/3 ม.1 ต.วังทอง อ.วังทอง จ.พิษณุโลก,,,เวชกรรม,คลินิกแพทย์หญิงศิริวรรณ,,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%AB%E0%B8%8D%E0%B8%B4%E0%B8%87%E0%B8%A8%E0%B8%B4%E0%B8%A3%E0%B8%B4%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93/211984646001716,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c53.0.320.320a/p320x320/43003357_755017144835881_748117529834029056_n.jpg?_nc_cat=103&_nc_oc=AQmU-DSeoHc8uWWnJJmdMoXy9zbzefBGTGNdizYeoYhlFrYZi4YELJuyc095i0YUJAIrUlCFOGJL5ixSPKGadCer&_nc_ht=scontent.fphs2-1.fna&oh=d46da5ec5da99d25e238ddefef205efe&oe=5DE90969,17/7/2019,เพจไม่เป็นทางการ
43,65101001453,คลินิกแพทย์ไกลตา,นางไกลตา  ศรีสิงห์,นางไกลตา  ศรีสิงห์,1012/5 ถ.บรมไตรโลกนารถ2 ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-252676,,เวชกรรม,คลินิกแพทย์ไกลตา,,055 252 676,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%B4%E0%B8%84%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B9%84%E0%B8%81%E0%B8%A5%E0%B8%95%E0%B8%B2-%E0%B8%88%E0%B8%9E%E0%B8%B4%E0%B8%A9%E0%B8%93%E0%B8%B8%E0%B9%82%E0%B8%A5%E0%B8%81/558997980819336?rf=172532526795327,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c0.53.320.320a/p320x320/1782152_10201920911885883_2144476678_n.jpg?_nc_cat=111&_nc_oc=AQndkc80BhW8Et8YX1pg4lkXPYRkug_o7Y7f8HCLb0ikEdXyPxSeVWqHTSGYFvEzqNrEgW7SlrgZ7v2x3_1AxT8C&_nc_ht=scontent.fphs2-1.fna&oh=a58f2b0b7252d73f86575c79503befc0&oe=5DAA1034,17/7/2019,เพจไม่เป็นทางการ
44,65101001154,คลินิกแพทย์ศรัญญา,น.ส.ศรัญญา  ศรีจันท์ทองศิริ,น.ส.ศรัญญา  ศรีจันท์ทองศิริ,84/4 ถ.สีหราชเดโชชัย ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-216889,,เวชกรรม,คลินิกแพทย์ศรัญญา,,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%A8%E0%B8%A3%E0%B8%B1%E0%B8%8D%E0%B8%8D%E0%B8%B2/138201846327147,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c0.124.320.320a/p320x320/56509961_2594356080581787_2567083054963097600_n.jpg?_nc_cat=111&_nc_oc=AQkjaqlMK7ES9LwwPxVWi_0WsOuDoo8LN2mYAWiN8x81JM37F5iSZnvJ0y7UIbk3jBllO15c95vQssljA7ldJObO&_nc_ht=scontent.fphs2-1.fna&oh=290cf09c710a94572918a83d81be61e3&oe=5DA5B98C,11/7/2019,เพจไม่เป็นทางการ
45,65101001554,คลินิกแพทย์หญิงสุนี,น.ส.สุนี  จิรสมิทธา,น.ส.สุนี  จิรสมิทธา,26/170 ถ.วิสุทธิกษัตริย์ ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-301715,,เวชกรรม,คลินิกแพทย์หญิงสุนี,วัตถุประสงค์เพื่อเผยแพร่ความรู้ทางสุขภาพทางกาย ใจ จิตวิญญาณ แก่ประชาชนทั่วไป,098 746 5478,https://www.facebook.com/sunee2019/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/55869183_319446532088264_3377636266681040896_o.jpg?_nc_cat=105&_nc_oc=AQkFL9U9-1L10sHmdm9-Wj6S9ymFPMpcIaXf7M_6FD2TV_9F-CzuVKjfwbA4F0A3spbb6nUOmm8BFHHc-ZxaF90F&_nc_ht=scontent.fphs2-1.fna&oh=ac570bbd5f0e96bde58de6705fe1a19b&oe=5DA8004A,21/7/2019,เพจทางการ
46,65101001654,นิติพลคลินิกเวชกรรมสาขาพิษณุโลก,บ.นิติพลอินเตอร์เนชั่นแนล กรุ๊ป จำกัด,น.ส.พิชามญชุ์  โททะมัน,198/3-4 ถ.เอกาทศรฐ ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-248522,,เวชกรรม,นิติพลคลีนิคพิษณุโลก ปรึกษาความงาม,"ความสวยความงาม ดูแลผิวพรรณ สัดส่วน
�ยิง �โม �โบ �ร้อย",096 995 1664,https://www.facebook.com/%E0%B8%99%E0%B8%B4%E0%B8%95%E0%B8%B4%E0%B8%9E%E0%B8%A5%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%B4%E0%B8%84%E0%B8%9E%E0%B8%B4%E0%B8%A9%E0%B8%93%E0%B8%B8%E0%B9%82%E0%B8%A5%E0%B8%81-%E0%B8%9B%E0%B8%A3%E0%B8%B6%E0%B8%81%E0%B8%A9%E0%B8%B2%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B8%87%E0%B8%B2%E0%B8%A1-2029550687280456/,,,เพจทางการ
47,65101001754,ภพรวิญคลินิกเวชกรรม,บ.รวิญ-วรา เอชเธติคซ์ จำกัด,น.ส.กัลยรัตน์ มูลครุฑ,112/4-5 ถ.เอกาทศรฐ ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-247979,,เวชกรรม,ภพรวิญคลินิกเวชกรรม สาขาพิษณุโลก,,086 929 9229,https://www.facebook.com/%E0%B8%A0%E0%B8%9E%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%8D%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B9%80%E0%B8%A7%E0%B8%8A%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1-%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%9E%E0%B8%B4%E0%B8%A9%E0%B8%93%E0%B8%B8%E0%B9%82%E0%B8%A5%E0%B8%81-326759721205508/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/41716460_326760344538779_8095438067860504576_n.jpg?_nc_cat=108&_nc_oc=AQlQGX0tToPiaY7KrNaNXITiBn90nGSDIGeOFkhL_Bzlaix_GRVxz6R5KsAVBObdCZkwmByhNdSakr209NhRk5fH&_nc_ht=scontent.fphs2-1.fna&oh=3e4fc05372c32edf7ca78aa5e983ad50&oe=5DA5AB6D,14/10/2018,เพจทางการ
48,65101001854,คลินิกแพทย์เกรียงกมล-แพทย์รัชริน,นายเกรียงกมล  เบญจวงศ์เสถียร,นายเกรียงกมล  เบญจวงศ์เสถียร,59/517 ถ.ศรีธรรมไตรฯ ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-219088,,เวชกรรม,คลีนิคแพทย์เกรียงกมล-แพทย์รัชริน,,055 219 088,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%B4%E0%B8%84%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%81%E0%B8%A1%E0%B8%A5-%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%A3%E0%B8%B1%E0%B8%8A%E0%B8%A3%E0%B8%B4%E0%B8%99/153296258127310,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c1.0.320.320a/p320x320/27654593_2008591302518761_8817825219885571212_n.jpg?_nc_cat=109&_nc_oc=AQl7yufu3mc6RcgS2SuNO-Kp174YMr3Daw5jF9H6noeHnF468EZVoByJ0y7uJut3SwKTUl22gHQAQ3V1sZxRpdRB&_nc_ht=scontent.fphs2-1.fna&oh=303bbbcce006db873f61ddbcea7bf645&oe=5DABFDCA,19/7/2019,เพจไม่เป็นทางการ
49,65101002254,คลินิกแพทย์นฤดม-ประภาศรี,นางประภาศรี  วงศ์พุทธา,นางประภาศรี  วงศ์พุทธา,49/59-60 ถ.ชาญเวชกิจ ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-000160,,เวชกรรม,คลินิกแพทย์นฤดม ประภาศรี,,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%99%E0%B8%A4%E0%B8%94%E0%B8%A1-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%A0%E0%B8%B2%E0%B8%A8%E0%B8%A3%E0%B8%B5/102900270267685,,25/2/2019,เพจไม่เป็นทางการ
50,65101002354,นิติพลคลินิกเวชกรรมสาขาเซ็นทรัลพิษณุโลก,บ.นิติพลอินเตอร์เนชั่นแนล กรุ๊ป จำกัด,น.ส.นัฏพร  ดุรงคเสนีย์,9/99 ห้องเลขที่238-239ชั้น2 ศูนย์การค้าเซ็นทรัลพลาซา ม.5 ต.พลายชุมพล อ.เมือง จ.พิษณุโลก,055-338494,,เวชกรรม,,,,,,,
51,65101002454,วุฒิ-ศักดิ์คลินิกเวชกรรม สาขาเซ็นทรัลพิษณุโลก ,บ.วุฒิศักดิ์ คลินิก อินเตอร์ กรุ๊ป จำกัด,นายอดิศักดิ์  บุปผาพ่วง,"9/99 ห้องเลขที่231-232,272-273ชั้น2 ศูนย์การค้าเซ็นทรัลพลาซา ม.5 ต.พลายชุมพล อ.เมือง จ.พิษณุโลก",,,เวชกรรม,,,,,,,
52,65101000755,มาร์เวลลัสคลินิกเวชกรรม,น.ส.วรัทธิญาณ์  นาราธิญาน์นนทน์,น.ส.พนารัตน์ จงประสพชัย,7/31 ถ.พระร่วง ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-282373,,เวชกรรม,Marvelous มาร์เวลลัส ดูดไขมัน ปรับรูปหน้า หมอลูกหนู,"Marvelous Clinic คลินิกความงามระดับ Premium 
By...คุณหมอลูกหนู",081-5330444,https://www.facebook.com/marvelousclinic/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/31317897_2048515848705029_2039024158807770989_n.jpg?_nc_cat=1&_nc_oc=AQmFafLBU-X4y7l1RUdyrIIAk81FST4d_gfbS_9AnSoMRskS8q0lsl_5TfCAF5cB2j6qSomJsiK3A4jjUgYbrnLW&_nc_ht=scontent.fphs2-1.fna&oh=29b641c212715cdcd1e710179676a5df&oe=5DDC401F,27/7/2019,เพจทางการ
53,65101000955,เมอริต้าคลินิกเวชกรรม,น.ส.หฤทัย  ลัคนาภิเศรษฐ์,น.ส.หฤทัย  ลัคนาภิเศรษฐ์,213/12 ถ.พิชัยสงคราม ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,เวชกรรม,Merita Clinic - เมอริต้าคลินิก พิษณุโลก พญ.หฤทัย,คลินิกเวชกรรมความงาม ผิวพรรณ ชะลอวัย รักษาสิว ฝ้า กระ - HIFU โบท็อกซ์ ฟิลเลอร์ ร้อยไหม เลเซอร์,085 601 7733,https://www.facebook.com/MeritaClinic/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/206070_315448015211943_1552372893_n.jpg?_nc_cat=108&_nc_oc=AQkcaYC1qzxCokxKF8Vv8t5gBDZLxP8Q9ONz2tUA-xHIdfuPVUOLNaoDoPx8y5U52FgmOxk3Zc4YOX8CkKYdBh8M&_nc_ht=scontent.fphs2-1.fna&oh=4f2748fb41f01dcd6886634e74c8e647&oe=5DE0B8A1,1/7/2019,เพจทางการ
54,65101001455,คลินิกแพทย์หญิงนพวรรณ,น.ส.นพวรรณ  มุตโตเพลง,น.ส.นพวรรณ  มุตโตเพลง,667/1 ม.1 ต.วังทอง อ.วังทอง จ.พิษณุโลก,,,เวชกรรม,,,,,,,
55,65101001555,คลินิกแพทย์หญิงน้ำทิพย์,วิสุทธิ์ กรรขำ,พญ.น้ำทิพย์ ทับทิมทอง,"15,17 ถ.ไสฤาไท ต.ในเมือง อ.เมือง จ.พิษณุโลก",,,เวชกรรม,คลินิกจิตเวชแพทย์หญิงน้ำทิพย์,รักษาโรคทางจิตเวช เครียด ซึมเศร้า สะกดจิตบำบัด(แพทย์ทางเลือกท่ีกำลังได้รับความนิยม),089 784 1217,https://www.facebook.com/Klinicjitawatepitsanulok/?rf=346910752008641,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/p480x480/45956481_2138752376177720_8537204930614657024_n.jpg?_nc_cat=109&_nc_oc=AQmC2unqnOhwDAj1Q6ryzQr3RM0Gkh5h0B58VEj7RbbNU8hCfabqnkdzVnXYDRoPoNCxVkQ-DX8jPmSnbduh-JzE&_nc_ht=scontent.fphs2-1.fna&oh=603e94c7c8cf7bcfd713a74118740bc2&oe=5DE9EBAD,20/7/2019,เพจทางการ
56,65101001655,คลินิกแพทย์วรวรรณ-พงษ์พันธ์,นางวรวรรณ  จิตต์ธรรม,นางวรวรรณ  จิตต์ธรรม,249/4 ถ.พญาเสือ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,เวชกรรม,,,,,,,
57,65101001855,คลินิกแพทย์มณฑล,นายมณฑล  กาฬสีห์,นายมณฑล  กาฬสีห์,19/280 ถ.วิสุทธิกษัตริย์ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,เวชกรรม,คลินิคหมอมณฑล,,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%84%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5/119524951542385,,6/7/2015,เพจไม่เป็นทางการ
